Category,Year,Response,Count,Diverge Pct Abs,Diverge Pct
Undeclared /Other,2022,Very Dissatisfied,341,0.059835059,-0.059835059
Undeclared /Other,2020,Very Dissatisfied,835,0.087343096,-0.087343096
Undeclared /Other,2018,Very Dissatisfied,955,0.097588392,-0.097588392
Undeclared /Other,2016,Very Dissatisfied,868,0.099415874,-0.099415874
Undeclared /Other,2014,Very Dissatisfied,756,0.077348066,-0.077348066
Undeclared /Other,2012,Very Dissatisfied,841,0.093694296,-0.093694296
Undeclared /Other,2010,Very Dissatisfied,1107,0.087240917,-0.087240917
Undeclared /Other,2008,Very Dissatisfied,744,0.059033563,-0.059033563
Undeclared /Other,2006,Very Dissatisfied,669,0.052025818,-0.052025818
Undeclared /Other,2022,Somewhat Satisfied,1806,0.316897701,0.316897701
Undeclared /Other,2020,Somewhat Satisfied,2783,0.291108787,0.291108787
Undeclared /Other,2018,Somewhat Satisfied,2923,0.298692009,0.298692009
Undeclared /Other,2016,Somewhat Satisfied,2597,0.297445882,0.297445882
Undeclared /Other,2014,Somewhat Satisfied,2984,0.305299775,0.305299775
Undeclared /Other,2012,Somewhat Satisfied,2686,0.299242424,0.299242424
Undeclared /Other,2010,Somewhat Satisfied,3642,0.287020254,0.287020254
Undeclared /Other,2008,Somewhat Satisfied,3674,0.291517893,0.291517893
Undeclared /Other,2006,Somewhat Satisfied,3770,0.293179874,0.293179874
Undeclared /Other,2022,Satisfied,1232,0.216178277,0.216178277
Undeclared /Other,2020,Satisfied,2062,0.215690377,0.215690377
Undeclared /Other,2018,Satisfied,2029,0.207337012,0.207337012
Undeclared /Other,2016,Satisfied,1871,0.214293895,0.214293895
Undeclared /Other,2014,Satisfied,2291,0.234397381,0.234397381
Undeclared /Other,2012,Satisfied,1896,0.211229947,0.211229947
Undeclared /Other,2010,Satisfied,2882,0.227125857,0.227125857
Undeclared /Other,2008,Satisfied,3462,0.274696501,0.274696501
Undeclared /Other,2006,Satisfied,3496,0.271871841,0.271871841
Undeclared /Other,2022,Very Satisfied,463,0.081242323,0.081242323
Undeclared /Other,2020,Very Satisfied,874,0.091422594,0.091422594
Undeclared /Other,2018,Very Satisfied,837,0.085530349,0.085530349
Undeclared /Other,2016,Very Satisfied,684,0.078341542,0.078341542
Undeclared /Other,2014,Very Satisfied,912,0.093308778,0.093308778
Undeclared /Other,2012,Very Satisfied,722,0.080436720,0.080436720
Undeclared /Other,2010,Very Satisfied,1231,0.097013161,0.097013161
Undeclared /Other,2008,Very Satisfied,1687,0.133857018,0.133857018
Undeclared /Other,2006,Very Satisfied,1731,0.134613889,0.134613889
